concept	sub_concept	dim_id	dim_title	jid	reference	analysis_short
provider-developer	provider-of-general-purpose-ai-models-with-systemic-risk	penalties-14-0		ny-1-large-frontier-developer	New York S8828 (pending), § 1427; New York A6453, § 1422	Up to $1M for first violation; up to $3M per subsequent violation (§ 1427) Up to $10M for first violation; up to $30M per subsequent violation (§ 1422)
provider-developer	provider-of-general-purpose-ai-models-with-systemic-risk	penalties-14-0		ny-2-large-developer	New York S8828 (pending), § 1427; New York A6453, § 1422	Up to $1M for first violation; up to $3M per subsequent violation (§ 1427) Up to $10M for first violation; up to $30M per subsequent violation (§ 1422)
deployer-supplier	deployer	term-0-0		co	Colorado SB24-205, 6-1-1701. (6); Colorado SB24-205, 6-1-1704. (1); Colorado SB24-205, 6-1-1706 (3); Colorado Consumer Protection Act	Deployer
deployer-supplier	deployer	term-0-0		tx	Texas HB149, A552.001. (1); Texas HB149 552.051. (b - f); Texas HB149 552.103 (b); Texas HB149 552.104. (b); Texas HB149 552.105 (a)	Deployer
deployer-supplier	deployer	scope-1-0		co	Colorado SB24-205, 6-1-1701. (6)	A person doing business that deploys an AI system (§6-1-1701)
deployer-supplier	deployer	scope-1-0		tx	Texas HB149, A552.001. (1)	Person who makes AI system available for use (A552.001.)
deployer-supplier	deployer	regulatory-trigger-2-0		co		No later than the time that a deployer deploys the AI system
deployer-supplier	deployer	regulatory-trigger-2-0		tx	TX HB 149 §552.103; TX HB 149 §552.051	Upon request by attorney general, following investigative demand (552.103.) And, in the case of governmental agencies and healthcare providers, upon deploying the AI system (552.051.)
deployer-supplier	deployer	transparency-3-0		co	Colorado SB24-205, 6-1-1704. (1)	Must disclose interaction with AI system to consumers (§6-1-1704)
deployer-supplier	deployer	transparency-3-0		tx	TX HB 149 §552.051	Government agencies and providers of healthcare services must disclose AI interaction to consumers (552.051.)
deployer-supplier	deployer	general-information-disclosure-4-0		co		-
deployer-supplier	deployer	general-information-disclosure-4-0		tx	TX HB 149 §552.103	High-level description of the system, training data, outputs and metrics for system evaluation (552.103.)
deployer-supplier	deployer	risk-management-5-0		co		-
deployer-supplier	deployer	risk-management-5-0		tx	TX HB 149 §552.103	High-level description of the post-deployment monitoring and user safeguards (552.103.)
deployer-supplier	deployer	ai-literacy-6-0		co		-
deployer-supplier	deployer	ai-literacy-6-0		tx		-
deployer-supplier	deployer	rebuttal-7-0		co	Colorado SB24-205, 6-1-1706 (3)	60-day opportunity to cure first violation and compliance with latest NIST AI Risk Management Framework and ISO/IEC 42001 standards rebuts violation  (§6-1-1706)
deployer-supplier	deployer	rebuttal-7-0		tx	TX HB 149 §552.104; TX HB 149 §552.105	Opportunity to cure violation within 60-days (552.104.) Liability exemption in case of 'substantial compliance' with NIST risk management framework (552.105.)
deployer-supplier	deployer	penalties-8-0		co	Colorado Consumer Protection Act	Up to $20K per violation (Colorado Consumer Protection Act)
deployer-supplier	deployer	penalties-8-0		tx	Texas HB149 552.105 (a)	In case a person (in this case, a developer) is found to have had the “intent to discriminate” it incurs the following penalties: - Curable Violations: $10,000 – $12,000 per violation. - Incurable Violations: $80,000 – $200,000 per violatio
deployer-supplier	deployer-of-high-risk-ai-systems	term-0-0		co	Colorado SB24-205, 6-1-1701. (9); Colorado SB24-205, 6-1-1701. (3); Colorado SB24-205, 6-1-1701. (6); Colorado SB24-205, 6-1-1703.; Colorado SB24-205, 6-1-1703. (9); Colorado SB24-205, 6-1-1703. (7); Colorado SB24-205, 6-1-1706 (3); Colorado Consumer Protection Act	Deployer of high-risk AI systems
deployer-supplier	deployer-of-high-risk-ai-systems	term-0-0		ut	Utah SB226, 13-75-101 (5); Utah SB226, 13-75-101 (8); Utah Code; Utah SB226, 13-75-103 (2); Utah SB226, 13-75-104 (1, 2); Utah SB226, 13-75-105 (4)	Supplier of high-risk generative AI systems
deployer-supplier	deployer-of-high-risk-ai-systems	scope-1-0		co	Colorado SB24-205, 6-1-1701. (9); Colorado SB24-205, 6-1-1701. (3); Colorado SB24-205, 6-1-1701. (6)	A person doing business that deploys a high-risk AI system that is substantial factor in a  'consequential decision' (education enrolment or an education opportunity; employment or an employment opportunity; a financial or lending service; 
deployer-supplier	deployer-of-high-risk-ai-systems	scope-1-0		ut	Utah SB226, 13-75-101 (5); Utah SB226, 13-75-101 (8); Utah Code	A person that provides services in a regulated occupation (e.g., physician, surgeon, accountant, etc.)  using a generative AI system (§13-75-101)
deployer-supplier	deployer-of-high-risk-ai-systems	regulatory-trigger-2-0		co		Outcome-based
deployer-supplier	deployer-of-high-risk-ai-systems	regulatory-trigger-2-0		ut		Domain and system-based
deployer-supplier	deployer-of-high-risk-ai-systems	temporal-trigger-3-0		co		Before or upon putting deploying a high-risk AI system
deployer-supplier	deployer-of-high-risk-ai-systems	temporal-trigger-3-0		ut		At the start of an individual's interaction
deployer-supplier	deployer-of-high-risk-ai-systems	registration-4-0		co		-
deployer-supplier	deployer-of-high-risk-ai-systems	registration-4-0		ut		-
deployer-supplier	deployer-of-high-risk-ai-systems	general-information-disclosure-5-0		co	CO SB 24-205 §6-1-1703	Make publicly available statement summarising types of high-risk AI systems deployed by the deployer, how it manages risks of algorithmic discrimination and data collection (§6-1-1703)
deployer-supplier	deployer-of-high-risk-ai-systems	general-information-disclosure-5-0		ut		-
deployer-supplier	deployer-of-high-risk-ai-systems	impact-assessment-6-0		co	Colorado SB24-205, 6-1-1703.	Complete impact assessment of high-risk AI system describing: intended purpose, context of deployment, benefits and limitations; analysis of know or foreseeable risks of algorithmic discrimination and measures to mitigate these; system eval
deployer-supplier	deployer-of-high-risk-ai-systems	impact-assessment-6-0		ut		-
deployer-supplier	deployer-of-high-risk-ai-systems	impact-assessment-review-7-0		co	CO SB 24-205 §6-1-1703	Deployment of AI system must be reviewed annually or within 90 days after any intentional and substantial modification (§6-1-1703)
deployer-supplier	deployer-of-high-risk-ai-systems	impact-assessment-review-7-0		ut		-
deployer-supplier	deployer-of-high-risk-ai-systems	notification-8-0		co		-
deployer-supplier	deployer-of-high-risk-ai-systems	notification-8-0		ut		-
deployer-supplier	deployer-of-high-risk-ai-systems	transparency-9-0		co	Colorado SB24-205, 6-1-1703.	Deployers must notify consumers that high-risk AI system has been deployed in the making of a consequential decision; provide statement with general description and purpose of AI system; provide information on consumer's right to opt out of
deployer-supplier	deployer-of-high-risk-ai-systems	transparency-9-0		ut	Utah SB226, 13-75-103 (2)	Individual providing services in a regulated occupation must disclose when individual receiving services is interacting with generative AI system before or at the start of interaction (§13-75-103)
deployer-supplier	deployer-of-high-risk-ai-systems	risk-management-10-0		co	Colorado SB24-205, 6-1-1703.	Implement a Risk Management Policy and Program specifying principles, processes and personal used to identify, document and mitigate known or foreseeable risks of algorithmic discrimination (§6-1-1703)
deployer-supplier	deployer-of-high-risk-ai-systems	risk-management-10-0		ut		-
deployer-supplier	deployer-of-high-risk-ai-systems	specific-information-disclosure-11-0		co		-
deployer-supplier	deployer-of-high-risk-ai-systems	specific-information-disclosure-11-0		ut		-
deployer-supplier	deployer-of-high-risk-ai-systems	human-oversight-12-0		co		-
deployer-supplier	deployer-of-high-risk-ai-systems	human-oversight-12-0		ut		-
deployer-supplier	deployer-of-high-risk-ai-systems	right-to-explanation-13-0		co	Colorado SB24-205, 6-1-1703.	In case high-risk AI system was deployed or was a substantial factor in making a decision adverse to a consumer, the deployer must 1) disclose how AI system contributed to the decision, type and source of data processed; 2) provide opportun
deployer-supplier	deployer-of-high-risk-ai-systems	right-to-explanation-13-0		ut		-
deployer-supplier	deployer-of-high-risk-ai-systems	ai-literacy-14-0		co		-
deployer-supplier	deployer-of-high-risk-ai-systems	ai-literacy-14-0		ut		-
deployer-supplier	deployer-of-high-risk-ai-systems	cooperation-with-authorities-15-0		co	CO SB 24-205 §6-1-1703	Deployers must disclose information to attorney general within 90 days (§6-1-1703)
deployer-supplier	deployer-of-high-risk-ai-systems	cooperation-with-authorities-15-0		ut		-
deployer-supplier	deployer-of-high-risk-ai-systems	incident-risk-reporting-16-0		co	CO SB 24-205 §6-1-1703	Report algorithmic discrimination to attorney general within 90 days (§6-1-1703)
deployer-supplier	deployer-of-high-risk-ai-systems	incident-risk-reporting-16-0		ut		-
deployer-supplier	deployer-of-high-risk-ai-systems	rebuttal-17-0		co	Colorado SB24-205, 6-1-1706 (3)	60-day opportunity to cure first violation and compliance with latest NIST AI Risk Management Framework and ISO/IEC 42001 standards rebuts violation  (§6-1-1706)
deployer-supplier	deployer-of-high-risk-ai-systems	rebuttal-17-0		ut	Utah SB226, 13-75-104 (1, 2)	-
deployer-supplier	deployer-of-high-risk-ai-systems	exemptions-18-0		co	Colorado SB24-205, 6-1-1703.	If deployer employs fewer than 50 full-time equivalent employees and does not use own data to train the AI system (§6-1-1703)
deployer-supplier	deployer-of-high-risk-ai-systems	exemptions-18-0		ut		-
deployer-supplier	deployer-of-high-risk-ai-systems	penalties-19-0		co	Colorado Consumer Protection Act	Up to $20K per violation; $50K per violation if committed against an elderly person (Colorado Consumer Protection Act)
deployer-supplier	deployer-of-high-risk-ai-systems	penalties-19-0		ut	Utah SB226, 13-75-105 (4)	Up to $2.5K per violation (§13-75-105)
deployer-supplier	deployer-of-general-purpose-ai-systems	term-0-0		ut	Utah Code; Utah SB226, 13-75-101. (4); Utah SB226, 13-75-103 (1); Utah SB226, 13-75-104 (1, 2); Utah SB226, 13-75-105 (4)	Supplier of generative AI systems
deployer-supplier	deployer-of-general-purpose-ai-systems	scope-1-0		ut	Utah Code; Utah SB226, 13-75-101. (4)	A supplier that uses a generative AI system to interact with a consumer (§13-75-101, §13-75-103; Utah Code)
deployer-supplier	deployer-of-general-purpose-ai-systems	regulatory-trigger-2-0		ut		System-based
deployer-supplier	deployer-of-general-purpose-ai-systems	temporal-trigger-3-0		ut		At the start of an individual's interaction
deployer-supplier	deployer-of-general-purpose-ai-systems	transparency-4-0		ut	Utah SB226, 13-75-103 (1)	Upon request by the individual, supplier must disclose individual is interacting with a generative AI system (§13-75-103)
deployer-supplier	deployer-of-general-purpose-ai-systems	ai-literacy-5-0		ut		-
deployer-supplier	deployer-of-general-purpose-ai-systems	penalties-6-0		ut	Utah SB226, 13-75-105 (4)	Up to $2.5K per violation (§13-75-105)
model-system	high-risk-ai-system	term-0-0		co	Colorado SB24-205, 6-1-1701. (9)	High-risk artificial intelligence system
model-system	high-risk-ai-system	term-0-0		ut	Utah SB226, 13-75-101 (5)	High-risk artificial intelligence interaction
model-system	high-risk-ai-system	definition-1-0		co	Colorado SB24-205, 6-1-1701. (9)	AI system that makes, or is a substantial factor in a 'consequential decision' (education enrolment or an education opportunity; employment or an employment opportunity; a financial or lending service; an essential government service; healt
model-system	high-risk-ai-system	definition-1-0		ut	Utah SB226, 13-75-101 (5)	An interaction with generative AI that involves the collection of sensitive personal information (health, financial or biometric data) or the provision of personalised recommendations, advice or information that could reasonably be relied u
model-system	high-risk-ai-system	regulatory-trigger-2-0		co		Outcome-based
model-system	high-risk-ai-system	regulatory-trigger-2-0		ut		Context-based
model-system	high-risk-ai-system	exemptions-3-0		co	Colorado SB24-205, 6-1-1701. (9)(b)	AI systems intended to (A) perform a narrow procedural task, or (B) detect decision-making patterns or deviations from prior decision-making patterns (where not intended to replace/influence a previously completed human assessment without s
model-system	high-risk-ai-system	exemptions-3-0		ut		-
model-system	general-purpose-ai-model	term-definition-0-0		ca	CA SB 53 §22757.11(f); CA SB 53 §22757.11(i)	Foundation model / Frontier model
model-system	general-purpose-ai-model	term-definition-0-0		ny	NY S8828 §1420(6); NY S8828 §1420(9)	Foundation model / Frontier model
model-system	general-purpose-ai-model	term-systemic-risk-0-1		ca		Foundation model / Frontier model
model-system	general-purpose-ai-model	term-systemic-risk-0-1		ny		Foundation model / Frontier model
model-system	general-purpose-ai-model	definition-1-0		ca	CA SB 53 §22757.11(f); CA SB 53 §22757.11(i)	SB 53 §22757.11(f) Foundation model: "means an artificial intelligence model that is all of the following: (1) Trained on a broad data set. (2) Designed for generality of output. (3) Adaptable to a wide range of distinctive tasks."  §22757.
model-system	general-purpose-ai-model	definition-1-0		ny	NY S8828 §1420(6); NY S8828 §1420(9)	S8828 §1420(6) Foundation model: "means an artificial intelligence model that is all of the following: (a) trained on a broad data set; (b) designed for generality of output; and (c) adaptable to a wide range of distinctive tasks."  §1420(9
model-system	general-purpose-ai-model	definition-approach-2-0		ca		Criteria-based (trained on broad data, generality, adaptability) + compute threshold for frontier
model-system	general-purpose-ai-model	definition-approach-2-0		ny		Criteria-based (trained on broad data, generality, adaptability) + compute threshold for frontier
model-system	general-purpose-ai-model	compute-threshold-3-0		ca	CA SB 53 §22757.11	Frontier model: 10²⁶ FLOPs (§22757.11)
model-system	general-purpose-ai-model	compute-threshold-3-0		ny	NY S8828 §1420	Frontier model: 10²⁶ FLOPs (§1420)
model-system	general-purpose-ai-model	regulatory-trigger-4-0		ca		Compute (≥10²⁶ operations)
model-system	general-purpose-ai-model	regulatory-trigger-4-0		ny		Compute (≥10²⁶ operations)
model-system	general-purpose-ai-model	exemption-5-0		ca	CA SB 53 §22757.11	When information provided in model outputs is publicly accessible; lawful activity of the federal government; harm in combination with other software where the frontier model did not materially contribute (§22757.11)
model-system	general-purpose-ai-model	exemption-5-0		ny	NY S8828 §1420(6); NY S8828 §1420(9); NY S8828 §1420(8), (9), (10); §1425; §1426	Accredited colleges/universities
model-system	general-purpose-ai-system	term-0-0		ca	CA SB 942 §22757.1(c); CA AB 2013 §3110(c)	Generative artificial intelligence system / Generative artificial intelligence
model-system	general-purpose-ai-system	term-0-0		ut	Utah SB226, 13-75-101 (4)	Generative artificial intelligence
model-system	general-purpose-ai-system	definition-1-0		ca	CA SB 942 §22757.1(c); CA AB 2013 §3110(c)	An AI system that can generate derived synthetic content, including text, images, video, and audio, that emulates the structure and characteristics of the system's training data (SB 942 §22757.1; AB 2013 §3110)
model-system	general-purpose-ai-system	definition-1-0		ut	Utah SB226, 13-75-101 (4)	An AI technology system that: (a) is trained on data; (b) is designed to simulate human conversation with a consumer through text, audio or visual communication; and (c) generates non-scripted outputs similar to outputs created by a human, 
model-system	general-purpose-ai-system	scope-2-0		ca	CA SB 942 §22757.1(b); CA AB 2013, Civil Code §3110(b)	Covered providers: producers of GenAI systems with over 1M monthly visitors/users publicly accessible in California (SB 942 §22757.1)
model-system	general-purpose-ai-system	scope-2-0		ut	Utah SB226, 13-75-103 (1)	Suppliers using generative AI in consumer transactions; individuals providing services in regulated occupations (§13-75-103)
model-system	general-purpose-ai-system	regulatory-trigger-3-0		ca		System and usership-based: targets ‘covered providers’
model-system	general-purpose-ai-system	regulatory-trigger-3-0		ut		System and context-based
risk	systemic-risk	term-0-0		ca	CA SB 53 §22757.11(c)(1)	Catastrophic risk
risk	systemic-risk	term-0-0		ny	NY S8828 §1420(3)(a)	Catastrophic risk
risk	systemic-risk	definition-1-0		ca	CA SB 53 §22757.11(c)(1)	Foreseeable and material risk of frontier models  (≥10²⁶ FLOPs) (§22757.11)
risk	systemic-risk	definition-1-0		ny	NY S8828 §1420(3)(a)	Foreseeable and material risk of frontier models  (≥10²⁶ FLOPs) (§1420)
risk	systemic-risk	scope-2-0		ca	CA SB 53 §22757.11(h)-(j)	Closed list of three: expert-level assistance with CBRN weapons; autonomous conduct that would constitute cyberattack, murder, assault, extortion or theft; evading developer/user control (§22757.11)
risk	systemic-risk	scope-2-0		ny	NY S8828 §1420(8)-(10), §1425, §1426	Closed list of three: expert-level assistance with CBRN weapons; autonomous conduct that would constitute cyberattack, murder, assault, extortion or theft; evading developer/user control (§1420)
risk	systemic-risk	approach-3-0		ca		Quantitative
risk	systemic-risk	approach-3-0		ny		Quantitative
risk	systemic-risk	harm-thresholds-4-0		ca	CA SB 53 §22757.11	>50 deaths or serious injuries OR >$1 billion in property damage from a single incident (§22757.11)
risk	systemic-risk	harm-thresholds-4-0		ny	NY S8828 §1420	>50 deaths or serious injuries OR >$1 billion in property damage from a single incident (§1420)
risk	systemic-risk	exemptions-5-0		ca	CA SB 53 §22757.11(c)(2)	When information provided in model outputs is publicly accessible; lawful activity of the federal government; harm in combination with other software where the frontier model did not materially contribute (§22757.11)
risk	systemic-risk	exemptions-5-0		ny	NY S8828 §1420(3)(b)	When information provided in model outputs is publicly accessible; lawful activity of the federal government; harm in combination with other software where the frontier model did not materially contribute (§1420)
modification	substantial-modification	term-0-0		ca-0-substantially-modified-version-of-a-frontier-model-no-standalone-defined-term	CA SB 53 §22757.12	(Substantially modified version of a frontier model) – no standalone defined term
modification	substantial-modification	term-0-0		ca-1-substantial-modification	CA AB 2013 §3110(d)	Substantial modification
modification	substantial-modification	term-0-0		co	CO SB 24-205 §6-1-1701(10)(a)	Intentional and substantial modification
modification	substantial-modification	definition-1-0		ca-0-substantially-modified-version-of-a-frontier-model-no-standalone-defined-term	CA SB 53 §22757.12	Developer-defined: the frontier AI framework must set out how the developer determines when a model is 'substantially modified enough to require disclosures'; criteria must be publicly disclosed. (§22757.12)
modification	substantial-modification	definition-1-0		ca-1-substantial-modification	CA AB 2013 §3110(d)	A new version, release, or other update to a generative artificial AI system or service that materially changes its functionality or performance, including the results of retraining or fine tuning (§3110)
modification	substantial-modification	definition-1-0		co	CO SB 24-205 §6-1-1701(10)(a)	A deliberate change to an AI system that results in any new reasonably foreseeable risk of algorithmic discrimination (§6-1-1701)
modification	substantial-modification	scope-2-0		ca-0-substantially-modified-version-of-a-frontier-model-no-standalone-defined-term	CA SB 53 §22757.11	Frontier models (≥10²⁶ FLOPs) (§22757.11)
modification	substantial-modification	scope-2-0		ca-1-substantial-modification	CA AB 2013 §3111	Any generative AI system or service made publicly available (§3111)
modification	substantial-modification	scope-2-0		co	CO SB 24-205 §6-1-1701(9)	High-risk AI systems making or substantially contributing to consequential decisions (§6-1-1701(9))
modification	substantial-modification	continuous-learning-3-0		ca-0-substantially-modified-version-of-a-frontier-model-no-standalone-defined-term		Not addressed at statute level; delegated to developer's framework criteria
modification	substantial-modification	continuous-learning-3-0		ca-1-substantial-modification	CA AB 2013 §3110	Retraining and fine tuning included within the definition of substantial modification, triggering obligations (§3110)
modification	substantial-modification	continuous-learning-3-0		co	CO SB 24-205 §6-1-1701	Learning post-deployment when documented and predetermined at initial impact assessment does not constitute substantial modification (§6-1-1701)
modification	substantial-modification	obligations-triggered-4-0		ca-0-substantially-modified-version-of-a-frontier-model-no-standalone-defined-term	CA SB 53 §22757.12	Publish transparency report on developer's website; update frontier AI framework if material changes (§22757.12)
modification	substantial-modification	obligations-triggered-4-0		ca-1-substantial-modification	CA AB 2013 §3111	Publish updated training-data documentation before each substantial modification is made publicly available (§3111)
modification	substantial-modification	obligations-triggered-4-0		co	CO SB 24-205 §6-1-1703	New impact assessment within 90 days; update public summary on system and risk approach (§6-1-1703)
incident	serious-incident	term-0-0		ca	CA SB 53 §22757.11(d)	Critical safety incident
incident	serious-incident	term-0-0		ny	NY S8828 §1420(4)	Critical safety incident
incident	serious-incident	definition-1-0		ca	CA SB 53 §22757.11(d)	Materialisation of catastrophic risk (death/serious injury > 50 people or costly damages) and technical subversion of frontier models through weight theft or loss of control  (§22757.11)
incident	serious-incident	definition-1-0		ny	NY S8828 §1420(4)	Materialisation of catastrophic risk (death/serious injury > 50 people or costly damages) and technical subversion of frontier models through weight theft or loss of control  (§1420)
incident	serious-incident	scope-high-risk-ai-systems-2-0		ca		Specific actions/harms involving frontier models
incident	serious-incident	scope-high-risk-ai-systems-2-0		ny		Specific actions/harms involving frontier models
incident	serious-incident	scope-gpai-models-with-systemic-risks-2-1		ca		Specific actions/harms involving frontier models
incident	serious-incident	scope-gpai-models-with-systemic-risks-2-1		ny		Specific actions/harms involving frontier models
incident	serious-incident	reporting-timeline-3-0		ca	CA SB 53 §22757.13	Within 24 hours to 15 days, depending on severity (22757.13.)
incident	serious-incident	reporting-timeline-3-0		ny	NY S8828 §1422	Within 24 hours to 72 hours, depending on severity (§ 1422)
incident	serious-incident	reporting-mechanism-high-risk-ai-systems-4-0		ca	CA SB 53 §22757.13	Frontier model developers must report critical safety incidents directly to the Attorney General (§22757.13)
incident	serious-incident	reporting-mechanism-high-risk-ai-systems-4-0		ny	NY S8828 §1422	Developers must report incidents to the Office of Information Technology Services via a specialised reporting mechanism (§1422)
incident	serious-incident	reporting-mechanism-gpai-models-with-sys-4-1		ca	CA SB 53 §22757.13	Frontier model developers must report critical safety incidents directly to the Attorney General (§22757.13)
incident	serious-incident	reporting-mechanism-gpai-models-with-sys-4-1		ny	NY S8828 §1422	Developers must report incidents to the Office of Information Technology Services via a specialised reporting mechanism (§1422)
incident	serious-incident	penalties-5-0		ca	CA SB 53 §22757.15(a)-(b)	Up to $1M per violation (22757.15.)
incident	serious-incident	penalties-5-0		ny	NY S8828 §1427(1)-(2)	Up to $1M for first violation; up to $3M per subsequent violation (§ 1427)
